regiao_id,municipio,uf,macrorregiao,latitude,longitude,fornos_detectados,densidade_populacional,pib_per_capita,distancia_centro_urbano_km,indice_pobreza,idh,taxa_informalidade,casos_oit_historicos,cobertura_fiscalizacao,area_desmatada_km2,acesso_educacao,populacao_total,score_risco,categoria_risco,pessoas_em_risco_estimadas
BR-01576,Vila Dourado,CE,Nordeste,-3.0143,-40.5367,1,23.11,31726.17,110.2,45.18,0.699,45.26,1,48.19,1.1,65.47,1200,54.0,Médio Risco,21
BR-01577,Bela do Forno,RO,Norte,-11.0915,-62.4858,5,111.4,31842.12,300.1,43.44,0.606,53.7,0,47.77,4.26,61.06,23951,75.3,Alto Risco,800
BR-01578,Bela Dourado,RR,Norte,3.8798,-61.4608,3,24.98,24065.57,297.5,57.94,0.599,60.86,0,48.1,13.29,,5758,80.6,Alto Risco,235
BR-01579,Nova das Flores,TO,Norte,-9.6773,-48.067,1,51.21,54902.37,207.3,31.64,0.737,45.54,0,,2.55,63.11,15336,38.3,Baixo Risco,155
BR-01580,Cruz Esperança,SC,Sul,-26.7902,-50.45,0,17.81,42244.49,64.7,18.95,0.832,44.05,0,,1.34,78.41,201777,17.1,Baixo Risco,548
BR-01581,Monte Esperança,SC,Sul,-29.32,-52.5664,0,41.83,50077.08,166.5,35.3,0.897,24.73,0,75.55,4.35,82.71,1567,17.3,Baixo Risco,3
BR-01582,Rio do Amparo,GO,Centro-Oeste,-14.6675,-51.112,0,30.06,55889.69,149.7,15.74,0.907,18.78,0,72.28,3.33,88.7,11844,11.5,Baixo Risco,10
BR-01583,Santo do Amparo,MT,Centro-Oeste,-13.1089,-58.5139,5,24.43,27168.19,206.9,35.59,0.719,46.31,0,45.74,13.12,56.24,92685,66.0,Médio Risco,2260
BR-01584,Alto Grande,ES,Sudeste,-17.9817,-39.5494,0,42.57,25882.71,134.0,40.53,0.752,51.56,0,15.65,0.63,50.48,13665,43.8,Médio Risco,186
BR-01585,Nova Azul,PR,Sul,-26.0298,-53.2471,1,17.22,43308.64,154.4,41.56,0.786,39.11,0,44.81,1.48,77.65,12419,36.9,Baixo Risco,107
BR-01586,Campo Limpo,SE,Nordeste,-10.3221,-37.2644,0,15.22,,200.7,55.51,0.651,46.37,0,49.16,1.18,,416861,55.2,Médio Risco,7646
BR-01587,Lago do Vale,MA,Nordeste,-4.9272,-44.9206,2,12.65,26430.77,178.9,55.69,0.615,52.13,1,50.4,3.3,43.31,52732,70.7,Alto Risco,1559
BR-01588,Vale Feliz,PB,Nordeste,-7.4956,-35.8767,1,14.59,23342.1,178.9,49.0,0.705,50.86,0,54.41,0.99,69.85,105649,52.4,Médio Risco,1901
BR-01589,Bela do Forno,GO,Centro-Oeste,-15.4136,-51.5456,11,25.87,30339.49,287.4,54.01,0.638,42.63,3,41.74,43.09,61.63,60982,87.6,Alto Risco,2213
BR-01590,Vila do Vale,BA,Nordeste,-13.333,-41.7912,3,12.48,20491.92,227.2,60.14,0.561,76.35,1,50.01,0.78,47.87,40220,81.8,Alto Risco,1996
BR-01591,Rio do Sertão,CE,Nordeste,-6.1087,-37.1916,1,146.35,43816.26,77.8,27.15,0.866,35.01,0,72.26,4.4,72.81,159537,24.0,Baixo Risco,643
BR-01592,Cruz do Norte,AL,Nordeste,-7.3723,-34.42,1,399.02,38488.98,171.7,37.81,0.793,49.67,0,50.59,4.14,69.34,355643,43.4,Médio Risco,4655
BR-01593,Monte Feliz,SE,Nordeste,-9.1015,-36.0677,0,14.65,32228.44,178.9,42.03,0.675,40.67,1,70.84,2.76,75.71,4006,47.1,Médio Risco,52
BR-01594,Santa Esperança,MT,Centro-Oeste,-13.7052,-54.9475,2,34.33,30891.7,251.4,33.69,0.7,49.17,2,40.82,7.52,55.39,31441,71.5,Alto Risco,908
BR-01595,Santa da Mata,RR,Norte,2.8458,-62.8071,3,81.69,37777.63,177.8,36.06,0.764,40.71,0,43.69,28.74,61.99,31132,52.3,Médio Risco,480
BR-01596,Serra Feliz,PI,Nordeste,-8.7598,-41.7239,0,19.22,30674.07,109.1,47.98,0.741,52.0,0,45.86,15.93,61.25,19214,47.9,Médio Risco,304
BR-01597,Bela do Cedro,CE,Nordeste,-6.8586,-39.7512,1,10.32,48359.23,137.0,32.36,0.805,40.15,0,48.25,1.71,70.89,112008,34.8,Baixo Risco,892
BR-01598,Porto do Sertão,BA,Nordeste,-11.5127,-40.9153,3,133.65,34855.11,201.1,40.75,0.788,59.57,0,43.08,2.64,58.89,45302,57.1,Médio Risco,1048
BR-01599,São do Carvão,RO,Norte,-13.2157,-64.226,3,54.44,31884.49,254.2,37.38,0.741,31.83,0,61.37,4.38,74.69,364704,52.2,Médio Risco,4805
BR-01600,Santa Dourado,ES,Sudeste,-17.8924,-40.5821,2,43.94,53314.39,127.6,22.54,0.807,42.51,0,61.68,0.71,85.61,130006,22.5,Baixo Risco,535
BR-01601,Bela do Norte,SP,Sudeste,-22.5438,-48.5602,1,125.89,37658.33,107.3,22.71,0.809,40.01,0,57.88,2.8,75.91,180932,30.2,Baixo Risco,1146
BR-01602,Santo da Mata,AM,Norte,-3.7662,-64.7552,3,53.98,33010.17,208.2,46.28,0.695,39.01,1,50.01,8.97,69.41,7340,65.5,Médio Risco,158
BR-01603,Monte do Norte,PI,Nordeste,-7.1463,-42.0388,0,29.8,46716.81,110.9,24.87,0.807,50.43,0,40.08,0.51,78.79,11997,22.1,Baixo Risco,54
BR-01604,Nova do Vale,RO,Norte,-10.0163,-64.1509,3,8.43,18426.7,258.0,45.28,,63.66,1,30.26,11.57,59.97,13298,82.7,Alto Risco,585
BR-01605,Santo Azul,DF,Centro-Oeste,-16.9869,-49.7406,1,20.71,44459.94,213.9,19.61,0.755,18.84,0,61.58,7.17,71.99,171768,25.8,Baixo Risco,554
BR-01606,Alto da Serra,ES,Sudeste,-18.1852,-38.0653,1,100.4,37769.7,102.3,37.25,0.801,39.6,1,51.36,1.17,67.75,9809,36.3,Baixo Risco,83
BR-01607,Nova do Vale,TO,Norte,-10.0113,-44.815,3,41.81,26884.05,255.9,53.34,0.642,58.08,0,38.87,4.94,,10174,77.1,Alto Risco,374
BR-01608,Campo Azul,ES,Sudeste,-20.9485,-39.7136,1,20.14,,234.1,39.48,0.751,50.45,1,60.64,3.18,62.96,8089,53.4,Médio Risco,149
BR-01609,Alto da Mata,MS,Centro-Oeste,-20.7478,-56.3936,4,142.81,31494.35,295.3,33.55,0.709,57.73,0,47.62,27.12,65.92,1026108,72.0,Alto Risco,33613
BR-01610,Monte Vermelho,MS,Centro-Oeste,-18.5762,-55.6225,1,20.36,30244.05,215.0,39.83,0.655,57.29,0,35.15,10.5,52.9,27507,64.6,Médio Risco,753
BR-01611,Santa Verde,ES,Sudeste,-16.8428,-39.6272,0,58.11,32183.82,236.4,50.38,0.65,54.0,0,35.04,4.65,,63727,58.6,Médio Risco,1431
BR-01612,Boa Azul,RS,Sul,-28.6957,-51.3224,0,33.49,37407.43,102.5,36.69,0.676,59.04,0,68.58,1.07,63.06,7897,36.9,Baixo Risco,90
BR-01613,Vila Dourado,RS,Sul,-31.3665,-54.898,0,218.23,42861.53,94.3,27.7,0.774,42.9,0,75.2,1.31,69.92,108997,21.0,Baixo Risco,404
BR-01614,Santa Feliz,MT,Centro-Oeste,-11.9532,-55.5941,1,59.42,38331.7,202.5,34.7,0.788,38.95,0,60.61,10.89,66.87,3579,42.0,Médio Risco,38
BR-01615,Santa da Serra,RR,Norte,3.2412,-61.1257,0,30.75,48779.77,201.4,35.45,0.777,35.53,0,,2.17,65.84,9665,32.9,Baixo Risco,65
BR-01616,Rio Limpo,CE,Nordeste,-4.184,-38.3196,2,13.08,,271.6,63.83,0.555,74.42,0,28.41,3.83,45.89,13171,86.9,Alto Risco,706
BR-01617,Boa da Mata,AC,Norte,-7.6711,-71.031,1,29.36,37667.75,204.8,32.79,0.724,33.21,0,61.92,9.43,73.29,43200,43.1,Médio Risco,430
BR-01618,Lago do Carvão,PB,Nordeste,-6.7714,-38.9093,0,11.4,20832.01,189.7,36.6,0.685,45.75,0,46.69,2.25,68.17,12193,45.5,Médio Risco,163
BR-01619,São do Cedro,TO,Norte,-10.2714,-47.4303,4,6.5,26509.98,218.3,53.68,0.71,43.64,2,45.35,9.33,63.38,220797,73.9,Alto Risco,6199
BR-01620,Santo Limpo,AL,Nordeste,-10.4717,-35.2453,2,35.29,32045.84,162.1,35.77,0.767,47.11,0,48.07,2.25,64.49,61638,44.6,Médio Risco,812
BR-01621,São Vermelho,CE,Nordeste,-7.8571,-39.6456,1,14.02,30454.93,168.0,42.96,0.724,46.65,1,41.46,1.39,76.33,13877,48.8,Médio Risco,210
BR-01622,Campo Dourado,PA,Norte,-3.3145,-51.9127,2,12.55,23709.44,218.2,50.83,0.677,43.29,0,31.42,3.24,46.36,114350,71.3,Alto Risco,3015
BR-01623,Serra das Flores,RO,Norte,-10.5695,-64.0043,5,22.2,33384.68,259.1,38.48,0.76,55.51,0,60.28,7.0,72.97,20098,59.4,Médio Risco,470
BR-01624,Serra das Flores,AP,Norte,2.1906,-52.9541,0,36.44,43607.28,174.7,22.31,0.842,29.72,0,73.97,15.99,93.61,15708,20.3,Baixo Risco,44
BR-01625,Nova do Amparo,MT,Centro-Oeste,-14.5126,-53.983,3,22.48,23557.85,234.0,45.33,0.718,65.01,2,41.16,18.29,65.08,100687,81.6,Alto Risco,4400
BR-01626,Nova Vermelho,RN,Nordeste,-4.907,-36.0475,0,183.34,46572.77,90.5,20.48,,37.62,0,65.62,1.36,76.13,1531,19.1,Baixo Risco,4
BR-01627,Monte Grande,MA,Nordeste,-2.5436,-44.7535,1,50.49,41418.68,134.1,39.87,0.698,53.3,1,55.07,1.6,77.55,82333,50.1,Médio Risco,1425
BR-01628,Campo da Mata,CE,Nordeste,-5.0902,-37.427,1,228.83,31788.62,126.4,23.87,0.79,46.09,0,76.0,1.43,68.66,13476,27.9,Baixo Risco,83
BR-01629,Cruz do Vale,CE,Nordeste,-5.2863,-41.0068,4,11.64,20484.06,282.9,67.05,0.53,68.94,2,40.79,2.03,,13450,91.2,Alto Risco,734
BR-01630,Campo Esperança,MT,Centro-Oeste,-12.2074,-56.1928,5,59.68,26968.39,292.1,39.57,0.775,46.5,1,61.42,8.61,67.19,379903,68.8,Médio Risco,9930
BR-01631,Vila da Serra,MG,Sudeste,-15.2547,-44.1589,2,14.58,18981.16,92.0,51.43,0.657,54.29,1,41.9,5.86,53.57,16915,68.6,Médio Risco,491
BR-01632,Santo do Vale,RR,Norte,0.6169,-62.19,5,17.23,37843.92,215.5,18.98,0.835,45.86,0,55.22,38.44,68.51,108542,47.7,Médio Risco,1564
BR-01633,Rio do Forno,PE,Nordeste,-8.0955,-36.7636,0,180.73,31552.71,223.1,43.44,0.647,70.52,0,53.43,1.31,64.75,46586,58.4,Médio Risco,1268
BR-01634,Nova do Sertão,PI,Nordeste,-8.8395,-42.9924,3,8.99,18350.32,199.5,61.12,0.614,54.87,1,42.43,4.58,47.14,53037,80.5,Alto Risco,2002
BR-01635,Vale Limpo,TO,Norte,-10.9358,-49.6895,2,3.58,40810.72,211.3,49.13,0.857,39.67,0,56.66,8.96,79.92,24024,42.5,Médio Risco,261
BR-01636,Alto Grande,MT,Centro-Oeste,-12.7094,-55.3279,5,9.32,21412.04,349.8,61.22,0.579,57.73,1,,7.08,41.22,22508,89.3,Alto Risco,1041
BR-01637,Vale Esperança,MT,Centro-Oeste,-10.7537,-55.1815,0,3.68,36895.76,169.9,40.76,0.732,45.83,0,61.71,3.0,70.38,221901,37.8,Baixo Risco,2203
BR-01638,Campo do Norte,SE,Nordeste,-8.0486,-36.1414,1,10.61,32879.92,142.1,37.57,0.775,42.49,0,35.42,2.55,62.19,105143,43.7,Médio Risco,1251
BR-01639,Santo Verde,DF,Centro-Oeste,-15.2026,-47.3096,1,12.46,49604.02,272.2,25.72,0.786,24.22,1,,35.05,65.51,17596,46.2,Médio Risco,163
BR-01640,Lago do Vale,RN,Nordeste,-6.3372,-35.9444,1,27.37,33863.24,101.9,42.43,0.728,42.41,0,55.58,2.62,67.55,8890,40.5,Médio Risco,94
BR-01641,Serra Limpo,RN,Nordeste,-2.3202,-36.1416,0,2.73,26511.87,185.4,41.51,0.647,60.05,1,23.74,1.35,64.46,15826,62.9,Médio Risco,430
BR-01642,Rio Grande,AP,Norte,0.8114,-52.0335,0,90.04,34444.87,203.4,27.6,0.81,37.19,0,37.96,6.04,72.94,112069,33.7,Baixo Risco,807
BR-01643,Boa do Cedro,MG,Sudeste,-18.8996,-45.3827,2,2.94,23954.89,246.2,45.75,0.592,63.69,0,33.53,1.1,55.53,143396,77.2,Alto Risco,5647
BR-01644,Bela Limpo,CE,Nordeste,-7.6849,-39.1256,0,20.3,35679.32,214.1,49.48,0.669,50.78,0,49.82,2.4,60.49,65754,49.6,Médio Risco,1082
BR-01645,Vale das Flores,BA,Nordeste,-11.0055,-42.1664,2,19.53,44438.52,146.4,34.94,0.691,41.54,0,58.29,3.59,67.1,4355,47.3,Médio Risco,58
BR-01646,Nova Grande,MG,Sudeste,-16.7445,-42.0142,0,55.34,27783.52,163.5,41.59,0.704,53.75,0,62.18,1.3,69.48,84307,40.9,Médio Risco,1061
BR-01647,Vale do Carvão,GO,Centro-Oeste,-12.5951,-47.9809,1,26.41,25975.2,235.4,54.92,0.618,63.3,1,35.14,0.69,46.46,167623,73.2,Alto Risco,6035
BR-01648,Alto da Serra,RO,Norte,-12.7753,-62.454,3,92.72,40809.36,261.3,26.08,0.8,43.88,0,52.46,8.28,77.65,40821,44.5,Médio Risco,511
BR-01649,Cruz Esperança,SP,Sudeste,-20.1486,-48.2601,0,19.96,43445.43,116.6,28.17,0.78,47.54,0,44.67,1.32,81.09,390332,27.4,Baixo Risco,2375
BR-01650,Bela da Serra,RO,Norte,-10.7318,-63.4631,5,13.91,27344.12,255.5,42.05,0.701,52.62,1,39.86,4.45,53.44,6303,77.3,Alto Risco,216
BR-01651,Nova do Cedro,ES,Sudeste,-18.0615,-42.1056,1,48.22,42150.33,141.4,18.07,0.846,24.4,0,68.3,0.99,73.07,77343,18.8,Baixo Risco,171
BR-01652,Boa Azul,ES,Sudeste,-21.4969,-40.6426,1,76.04,41037.93,146.5,31.96,0.793,39.99,0,60.52,2.85,65.92,9179,31.5,Baixo Risco,62
BR-01653,Serra Esperança,ES,Sudeste,-17.1347,-40.198,3,52.01,33784.2,209.9,37.76,0.715,37.36,1,47.18,1.72,50.53,123399,59.9,Médio Risco,2237
BR-01654,Nova do Carvão,AM,Norte,-2.3689,-64.7788,0,49.61,55913.48,184.6,23.66,0.926,35.52,0,72.94,11.48,80.73,70691,19.0,Baixo Risco,198
BR-01655,Porto do Sertão,SE,Nordeste,-10.6245,-36.7926,0,33.84,36799.5,149.4,39.64,0.742,49.47,1,64.56,4.47,78.18,312292,38.7,Baixo Risco,3393
BR-01656,Nova das Flores,MT,Centro-Oeste,-11.7368,-54.1301,4,21.29,27141.43,272.0,38.17,0.62,57.92,0,43.85,6.55,51.85,61368,73.1,Alto Risco,2065
BR-01657,Campo da Serra,CE,Nordeste,-6.2717,-40.499,3,34.69,17134.16,133.4,41.93,0.708,52.99,0,57.62,1.56,70.59,19831,57.9,Médio Risco,431
BR-01658,Boa Azul,RR,Norte,1.2388,-62.3563,1,250.79,36148.25,176.9,36.23,0.859,41.57,0,56.75,6.52,76.26,17786,36.9,Baixo Risco,159
BR-01659,Serra do Norte,MT,Centro-Oeste,-13.2888,-53.3888,6,16.02,22440.64,314.7,44.16,0.689,43.55,1,38.54,7.71,70.0,24035,80.0,Alto Risco,765
BR-01660,Nova Grande,AC,Norte,-11.3638,-69.4706,4,14.09,18643.65,246.5,52.94,0.676,54.1,0,34.55,2.14,50.1,17354,75.8,Alto Risco,589
BR-01661,Rio das Flores,BA,Nordeste,-11.7535,-42.2471,4,13.11,28385.59,172.2,50.8,0.701,44.78,2,46.21,12.09,54.07,176997,72.3,Alto Risco,4882
BR-01662,Bela Vermelho,PE,Nordeste,-6.7118,-38.0101,1,46.78,36250.96,78.0,33.42,0.84,33.69,0,52.45,3.23,71.21,161870,29.4,Baixo Risco,881
BR-01663,Rio Dourado,RS,Sul,-30.6819,-53.3438,0,4.18,44312.97,94.9,23.57,0.866,43.49,0,63.58,1.16,77.66,5061,18.5,Baixo Risco,15
BR-01664,Bela do Carvão,CE,Nordeste,-4.7125,-39.4858,1,20.65,28227.95,216.5,39.73,0.647,56.11,1,29.92,0.5,72.02,34474,61.7,Médio Risco,864
BR-01665,Bela Feliz,SP,Sudeste,-22.5618,-48.1282,0,88.11,54755.87,99.6,19.78,0.888,34.9,0,74.15,1.4,88.13,35529,12.9,Baixo Risco,53
BR-01666,Bela Esperança,RR,Norte,2.5096,-57.851,0,17.95,37983.66,121.1,29.59,0.781,36.7,0,70.64,3.91,82.62,12374,24.5,Baixo Risco,53
BR-01667,São da Mata,RR,Norte,1.1714,-61.1343,1,30.62,35819.96,255.7,37.96,0.733,38.49,0,58.53,6.9,57.12,56830,49.0,Médio Risco,761
BR-01668,Monte Limpo,CE,Nordeste,-6.4368,-38.6024,0,197.92,32172.43,148.8,33.58,0.704,49.12,0,54.77,0.4,68.04,204038,32.4,Baixo Risco,1660
BR-01669,Vila da Serra,AL,Nordeste,-8.1471,-39.1811,0,38.35,41425.22,154.8,41.75,0.776,49.87,0,61.97,1.4,63.61,100184,32.3,Baixo Risco,820
BR-01670,Vila Limpo,SC,Sul,-27.5394,-51.6289,0,2.84,,137.9,42.33,0.743,46.26,0,59.12,1.51,59.47,176988,32.3,Baixo Risco,1375
BR-01671,São do Norte,GO,Centro-Oeste,-13.149,-48.1397,1,5.89,31245.96,213.1,34.95,0.737,36.49,0,53.25,6.48,65.39,13385,47.8,Médio Risco,167
BR-01672,Vila Grande,PE,Nordeste,-8.3152,-37.2968,1,20.61,26825.19,142.1,34.5,0.648,44.43,0,58.57,1.75,70.06,34394,51.4,Médio Risco,547
BR-01673,Serra do Sertão,RN,Nordeste,-7.1065,-42.7348,0,8.86,21945.22,187.5,50.34,0.628,42.5,0,31.7,2.79,53.98,12619,58.2,Médio Risco,238
BR-01674,Alto do Sertão,AM,Norte,-1.7523,-64.1564,2,27.86,32991.82,246.0,32.16,0.763,51.54,1,47.96,24.69,70.79,44324,59.8,Médio Risco,994
BR-01675,Rio Vermelho,RS,Sul,-28.8169,-50.5146,1,21.28,,98.5,21.13,0.84,35.68,0,56.94,1.31,78.42,49603,22.6,Baixo Risco,184
BR-01676,Cruz Verde,SE,Nordeste,-9.5524,-40.2443,0,103.43,39812.8,66.1,21.95,0.851,26.94,0,59.41,0.87,,109076,15.2,Baixo Risco,181
BR-01677,Boa Grande,RN,Nordeste,-4.1432,-34.4629,0,6.46,27649.01,234.1,51.02,0.668,62.78,0,22.1,0.69,43.86,169713,64.9,Médio Risco,5009
BR-01678,Monte Azul,MS,Centro-Oeste,-21.4239,-58.4207,0,19.74,31745.21,280.8,32.24,0.713,51.24,0,36.93,4.99,74.56,77747,52.7,Médio Risco,1419
BR-01679,Nova do Norte,SC,Sul,-27.6282,-49.6368,0,35.27,33581.8,151.2,33.74,0.772,42.44,0,58.03,0.65,85.14,11213,29.7,Baixo Risco,72
BR-01680,Vila Azul,PA,Norte,-4.03,-52.4921,2,36.38,32014.98,206.7,44.55,0.752,60.04,1,59.39,15.39,64.68,6062,66.5,Médio Risco,180
BR-01681,Cruz do Norte,RN,Nordeste,-7.617,-39.88,0,30.6,44842.21,119.2,41.5,0.742,48.25,0,52.41,1.96,56.65,62946,35.0,Baixo Risco,572
BR-01682,Rio da Serra,RO,Norte,-11.199,-62.7154,3,3.0,48335.15,154.3,23.31,0.813,29.47,0,89.16,12.28,70.59,214411,32.7,Baixo Risco,1277
BR-01683,Campo Dourado,RN,Nordeste,-3.9391,-34.9788,0,32.52,45636.17,151.5,18.85,0.776,42.24,0,50.38,6.17,71.42,31857,27.4,Baixo Risco,179
BR-01684,Rio do Carvão,GO,Centro-Oeste,-15.6477,-49.3506,1,19.3,23152.82,229.0,49.36,0.635,48.64,0,48.01,4.01,74.1,4870,62.5,Médio Risco,113
BR-01685,Vale Limpo,AM,Norte,-5.3545,-64.2812,2,64.3,32804.74,251.1,36.0,0.771,51.62,1,65.23,5.21,69.73,445051,56.0,Médio Risco,8999
BR-01686,Bela Grande,DF,Centro-Oeste,-18.0082,-48.4363,1,61.31,36751.94,223.7,32.74,0.792,40.81,0,67.96,18.48,70.05,60582,35.9,Baixo Risco,512
BR-01687,Porto do Sertão,PA,Norte,-1.4593,-55.0859,2,32.33,34487.12,276.3,50.12,0.713,48.09,0,56.24,8.43,61.54,40698,66.0,Médio Risco,1019
BR-01688,Nova do Carvão,PA,Norte,-3.9164,-51.5114,6,23.63,16565.02,347.3,53.89,0.545,51.47,2,40.34,15.08,37.44,7631,92.4,Alto Risco,343
BR-01689,Santa do Forno,PB,Nordeste,-8.1864,-34.2703,0,86.89,25975.13,196.5,27.74,0.692,51.01,0,44.58,5.51,66.2,33532,41.3,Médio Risco,413
BR-01690,Santo Azul,MT,Centro-Oeste,-13.0236,-53.8386,4,76.65,29808.53,190.8,34.63,,46.98,0,62.95,15.42,63.34,77544,60.0,Médio Risco,1640
BR-01691,Bela Azul,RS,Sul,-31.7682,-55.983,0,49.25,45746.39,97.1,21.06,0.848,22.11,0,81.55,2.21,99.0,61622,11.9,Baixo Risco,62
BR-01692,Porto do Cedro,SP,Sudeste,-20.1977,-50.9109,4,166.35,21519.31,210.3,52.72,0.569,55.03,1,29.1,8.29,57.17,14047,83.7,Alto Risco,566
BR-01693,Santo da Mata,DF,Centro-Oeste,-16.3803,-49.0444,0,21.11,57646.08,131.3,7.87,0.944,29.97,0,75.77,4.78,94.69,30597,10.6,Baixo Risco,30
BR-01694,São Feliz,RN,Nordeste,-3.8956,-38.8202,0,7.94,26922.91,196.2,28.82,0.687,44.48,0,37.54,3.25,65.77,15214,41.9,Médio Risco,175
BR-01695,Monte Verde,PI,Nordeste,-7.6477,-42.6681,3,16.96,18833.08,226.4,57.14,0.58,52.01,0,43.99,2.61,38.66,263077,78.3,Alto Risco,9144
BR-01696,Vale Azul,PA,Norte,-1.7887,-51.9292,6,9.47,14820.46,337.1,63.36,0.526,69.17,2,21.14,27.07,,100568,95.3,Alto Risco,5905
BR-01697,Serra Vermelho,CE,Nordeste,-4.8406,-41.5324,2,1.61,20242.78,251.6,57.27,0.658,54.57,0,47.38,1.59,41.65,17062,70.7,Alto Risco,521
BR-01698,Vila Limpo,RO,Norte,-9.6355,-62.252,1,12.64,29004.59,227.9,38.45,0.732,48.71,0,47.02,1.96,70.38,7627,52.9,Médio Risco,135
BR-01699,Santa Azul,TO,Norte,-9.1633,-47.4585,1,32.79,34481.15,230.4,39.41,0.713,49.74,0,29.12,13.15,59.14,46503,61.5,Médio Risco,1064
BR-01700,Vale Feliz,RJ,Sudeste,-21.3774,-43.4274,1,31.01,39399.25,62.1,20.39,0.912,31.8,0,87.17,0.78,86.1,17747,15.5,Baixo Risco,33
BR-01701,Boa da Mata,SP,Sudeste,-21.7029,-49.0315,1,11.98,34467.32,119.4,38.8,0.654,41.26,1,52.76,0.87,68.53,19479,46.3,Médio Risco,249
BR-01702,Lago Azul,TO,Norte,-10.496,-51.0297,5,20.2,16990.6,261.6,53.1,0.596,57.28,2,27.49,24.9,50.44,7950,89.0,Alto Risco,364
BR-01703,Santo das Flores,MA,Nordeste,-2.7384,-45.9052,0,23.2,15263.18,217.5,51.0,0.666,61.13,0,49.75,5.63,47.26,9281,67.8,Médio Risco,288
BR-01704,Porto Esperança,PE,Nordeste,-9.6497,-37.8497,1,51.6,32523.45,118.6,39.94,0.711,47.67,0,68.32,1.67,68.11,40269,38.5,Baixo Risco,423
BR-01705,Santa Verde,MG,Sudeste,-18.094,-44.1438,1,12.71,25105.51,98.2,40.77,0.748,57.54,0,,0.2,62.2,23539,45.6,Médio Risco,370
BR-01706,Bela Feliz,TO,Norte,-10.1492,-47.7696,0,49.07,24478.4,286.7,43.69,0.634,62.4,0,38.46,13.24,61.66,744630,68.7,Médio Risco,23963
BR-01707,Vila Azul,AP,Norte,1.9734,-51.4281,1,10.75,48764.8,164.7,21.99,0.827,46.29,0,64.2,10.2,73.05,69066,30.9,Baixo Risco,500
BR-01708,Lago Vermelho,MT,Centro-Oeste,-13.2413,-55.7901,4,12.13,32972.8,279.6,48.57,0.617,64.88,1,28.33,13.29,58.65,7788,83.3,Alto Risco,351
BR-01709,Monte das Flores,SC,Sul,-27.0094,-50.5493,1,144.95,35796.53,189.4,48.67,0.725,54.61,0,,3.07,79.97,4820,46.6,Médio Risco,76
BR-01710,Rio Dourado,ES,Sudeste,-19.4264,-38.9372,1,9.14,38694.08,155.3,30.37,0.707,37.33,1,66.42,1.89,68.29,54053,42.4,Médio Risco,563
BR-01711,Boa Limpo,RS,Sul,-31.9147,-53.3337,0,18.84,50600.64,133.9,17.03,0.886,34.93,1,67.46,1.17,90.15,20009,17.0,Baixo Risco,46
BR-01712,Campo Verde,MT,Centro-Oeste,-12.6266,-54.9754,3,6.25,25382.05,260.5,47.0,0.636,60.23,0,35.17,3.38,62.71,173571,75.5,Alto Risco,6328
BR-01713,Lago do Carvão,TO,Norte,-11.7108,-48.5606,5,9.1,15609.5,308.0,47.19,0.676,63.56,0,36.13,4.88,69.48,46739,81.6,Alto Risco,2008
BR-01714,Nova Esperança,SC,Sul,-29.8781,-51.8555,0,41.76,56678.61,62.1,26.06,0.898,25.06,0,78.23,2.11,87.18,2757,12.1,Baixo Risco,3
BR-01715,Vila Esperança,GO,Centro-Oeste,-15.7884,-49.128,2,71.28,41905.12,171.7,19.52,0.9,36.45,0,49.1,7.28,87.78,9189,29.8,Baixo Risco,54
BR-01716,Rio do Carvão,RS,Sul,-29.017,-53.9773,1,30.69,49152.12,78.8,26.16,0.773,37.29,0,63.19,3.46,76.64,14128,24.6,Baixo Risco,62
BR-01717,Serra do Cedro,MA,Nordeste,-4.6826,-44.8994,3,19.81,39419.12,109.3,39.4,0.698,55.19,2,76.36,0.67,64.78,57099,51.8,Médio Risco,1069
BR-01718,Vale das Flores,PR,Sul,-24.096,-51.5104,0,10.18,42405.47,79.5,32.07,0.863,22.0,0,85.32,0.44,74.59,8814,13.0,Baixo Risco,10
BR-01719,Santa Dourado,PI,Nordeste,-10.4256,-43.1555,2,10.37,28068.48,140.2,55.85,0.757,47.11,2,46.91,1.85,66.62,39776,63.2,Médio Risco,916
BR-01720,Lago Grande,RR,Norte,0.1446,-61.8594,0,5.7,46380.58,228.2,34.97,0.791,30.61,0,64.81,3.07,61.9,6185,28.5,Baixo Risco,30
BR-01721,São Esperança,AC,Norte,-6.0071,-71.2614,3,44.38,33758.73,258.1,47.64,0.631,53.93,0,52.99,9.73,62.45,33115,69.6,Médio Risco,978
BR-01722,Porto do Vale,CE,Nordeste,-6.6661,-41.8341,0,53.4,28343.06,173.9,42.14,0.714,63.94,0,,0.81,66.02,52184,50.9,Médio Risco,1058
BR-01723,Alto do Amparo,RJ,Sudeste,-21.3948,-42.1239,1,25.29,31491.34,99.9,37.51,0.766,43.64,0,60.47,5.45,74.57,204207,35.5,Baixo Risco,1774
BR-01724,Vale do Norte,PB,Nordeste,-8.2417,-36.3958,0,37.63,32020.8,187.3,36.0,0.657,48.19,0,63.95,1.18,60.25,44666,38.7,Baixo Risco,477
BR-01725,Bela do Sertão,MG,Sudeste,-17.9885,-43.1905,2,48.8,23377.2,257.1,55.93,0.68,58.65,1,27.57,9.37,49.41,11838,80.3,Alto Risco,467
